,peak0_accuracy,peak0_freqency,peak0_prominence,peak0_width,peak0_width_height,primary_label,peak2_accuracy,peak2_freqency,peak2_prominence,peak2_width,peak2_width_height,peak1_accuracy,peak1_freqency,peak1_prominence,peak1_width,peak1_width_height
36,0.9044357064894298,4109.375,4.295157347966761,104.64159397457293,2.1722042297455166,vigswa,,,,,,0.5543314855196966,2296.875,0.9210845427635008,6.7314604970430025,1.2135050794401725
37,0.02577001358713116,5218.75,4.070669215123823,117.01549078749866,2.110590030014216,vigswa,,,,,,0.6625683870669107,3703.125,0.4822307303689759,2.9635634649273186,1.5237441129680476
38,0.026795903594925785,5218.75,4.040796879939217,117.13884109315347,2.068953562597649,vigswa,,,,,,0.6425427607792571,3703.125,0.4444192318513536,2.797537412251046,1.4869165545325418
39,0.5286451053048675,4843.75,4.167980796597446,120.9279900166668,2.1118437343966736,vigswa,0.5863197931513053,3968.75,0.5426732430661172,2.4173261941095348,2.7628684578125973,,,,,
40,0.034023133121613425,4875.0,4.412416151169718,101.45170485986168,2.2351745559598712,vigswa,,,,,,,,,,
41,,,,,,vigswa,,,,,,0.345387826883215,2437.5,4.609693514718968,10.693354458520249,2.675474897831502
42,0.04199745178526115,4937.5,4.964471295929089,67.84950637253428,2.5241466527014804,vigswa,,,,,,0.8844176667730629,2921.875,1.2118031529739044,8.651841263980856,1.2110373929419151
43,,,,,,vigswa,,,,,,,,,,
44,0.11417434071253008,2453.125,4.787608674476414,108.37346942198464,2.9697480611828797,vigswa,0.6038723618232456,3359.375,1.4367944260317516,2.524438851584989,2.8764477430575504,0.764506961451926,718.75,1.7356143866896712,4.246410026238877,2.2633842527436343
45,0.5342263470038958,1390.625,5.334695931760397,62.262001754406995,2.812999080237642,vigswa,0.5133635131703553,1328.125,0.2662843554611882,2.054921953170492,5.280004389171588,0.7991537477584424,2484.375,0.278709354533349,4.978932834640601,2.4734788011982296
46,0.6852777071678626,125.0,5.835073607874673,6.354808812563952,3.518673531927877,vigswa,,,,,,0.8399451934962708,3968.75,3.9448984652917236,31.239299270175337,2.2551316939689032
47,0.4138123153458759,328.125,11.841661618624382,6.823753048241148,5.959637788227263,vigswa,0.6508312959282806,171.875,2.522324374131732,2.8639451025788367,2.651745777605941,0.7482005438379843,484.375,2.7760528752365747,3.9714144551470696,4.534958160780318
48,0.7184593073702066,3500.0,7.1739004569117375,10.65565326268765,3.6240177403894163,vigswa,0.2938080077653871,3968.75,1.9613177993714463,7.0802275514034525,3.2259396169965013,0.7445256939371899,3781.25,2.406005377687848,3.9142879587826087,4.148973321385928
49,0.4173944203051601,234.375,8.954258513158502,13.731416723111849,4.517748286875213,vigswa,0.9426205134466228,4000.0,2.292051426705833,52.28349328656418,1.2684324170403545,0.6900560150908637,343.75,2.2975178124832363,3.226389440315036,7.761882798261674
50,0.14023172511805926,5046.875,4.84187026483963,81.41728654690365,2.530498734566284,vigswa,,,,,,,,,,
51,0.24663286654765404,2828.125,6.0719892694380455,13.273740724757204,3.04110646605252,vigswa,0.5686902300687486,2453.125,1.6288622062342362,6.955557720100303,2.7048372089983586,0.8647754766118482,4109.375,2.2458215159425947,73.95108334969504,2.1528543501653883
52,0.5481064231851283,5078.125,3.917453726822372,159.32954946490955,2.021347083336407,vigswa,,,,,,0.4781486904720253,359.375,0.9746989550888217,5.748763958671602,0.979920211395706
53,0.7881309965045157,187.5,7.032097217594362,28.319385568488226,4.022446911026837,vigswa,0.9593412646996586,4031.25,0.7229435649416339,122.9748038906172,0.8869459063887372,0.6862801612177509,437.5,1.2433941220974107,3.1875574202819017,5.281924629264133
54,0.9197807945083286,4109.375,4.0346166877852765,124.65842735176716,2.040034587661665,vigswa,0.4394110853756341,3687.5,0.10459202392551248,1.7838383419873196,3.1472549958661005,,,,,
55,,,,,,vigswa,,,,,,,,,,
56,0.6537820460593156,4578.125,4.075975287754769,115.5341585978322,2.0595871936481003,vigswa,0.18512352239463328,4015.625,0.7149468434414836,2.454359715815201,3.3705647965032988,,,,,
57,0.8427263570741325,4062.5,4.723955308721892,44.50841138905594,2.362633532076186,vigswa,,,,,,,,,,
58,0.06384907992699251,4968.75,3.980201420904463,115.36601383842829,1.9907622490385453,vigswa,,,,,,1.0,3953.125,0.9873764679990448,9.796812267484457,3.152781938225779
59,0.04024404595107578,5140.625,3.82534757604699,116.6963325702804,1.921747476706875,vigswa,,,,,,0.11838914108159015,4078.125,1.154345055947211,30.62575707509379,3.192804640840418
60,0.9536035742930994,3843.75,3.9293294694743977,150.87369109467582,1.965676316845412,vigswa,,,,,,1.0,3437.5,0.4689223392812712,3.1406525236840253,2.7324003345343844
61,0.02118441026406848,5046.875,4.258654995639385,70.49336026474106,2.129833300613402,vigswa,,,,,,,,,,
62,0.6157353329109825,4796.875,3.6343550173283647,140.52814277480923,1.8192094138876973,vigswa,,,,,,0.4591238174265913,2796.875,0.7445492904795992,7.395407911970893,1.0863064977427732
63,0.6205062623582099,4703.125,3.8451154813972033,126.48430063240713,1.9229879042681888,vigswa,,,,,,,,,,
64,0.10099214457216277,4156.25,7.50872164733437,12.235710659908648,3.808291746528799,vigswa,,,,,,0.3040305529955329,1562.5,2.392552730328566,10.057912786443154,1.7333475772739133
65,,,,,,vigswa,,,,,,0.13701803800149526,4171.875,2.865993747794002,15.064046031616273,2.0759269459123946
66,0.9213408302246368,4078.125,0.9304264204775232,101.70460764900778,0.5386798674364885,vigswa,,,,,,,,,,
67,0.45000964950307776,78.125,6.643153333673339,7.272854871700852,3.567951960531103,vigswa,0.4603405398116384,3734.375,2.1398554824523783,25.94228589101999,2.072589221431194,0.6460551385934516,265.625,2.1831364276873915,2.8252988220427344,3.8109231950778724
68,0.03785854332182481,5000.0,4.931490863047222,71.7150264351198,2.483822589770501,vigswa,,,,,,,,,,
