,primary_label,peak0_accuracy,peak0_freqency,peak0_prominence,peak0_width,peak0_width_height,peak1_accuracy,peak1_freqency,peak1_prominence,peak1_width,peak1_width_height,peak2_accuracy,peak2_freqency,peak2_prominence,peak2_width,peak2_width_height
41,pasfly,,,,,,,,,,,,15.625,2.285300446119494,1.7412763238553364,4.914142519338714
42,pasfly,,,,,,,,,,,,,,,
43,pasfly,,,,,,,,,,,,,,,
44,pasfly,0.3743893252165399,2843.75,4.510091979472001,9.59062919135252,2.2740112440607883,0.8382827743532093,3640.625,2.7596447587780224,12.36726633171554,3.0182863843449903,,,,,
45,pasfly,,,,,,,,,,,0.6796675107886776,2812.5,1.6295959250741698,3.121756405234009,1.6427375232594612
46,pasfly,,,,,,,,,,,,,,,
47,pasfly,,,,,,,,,,,,,,,
48,pasfly,,,,,,,,,,,,,,,
49,pasfly,0.5265380336187729,78.125,10.198030188534897,6.336306214688487,5.491938013860851,,,,,,,,,,
50,pasfly,,,,,,,,,,,,,,,
51,pasfly,,,,,,,,,,,,,,,
52,pasfly,,,,,,0.015934714137289197,4218.75,3.7641477370464007,15.242891112503571,2.691027879733717,,,,,
53,pasfly,,,,,,,,,,,,,,,
54,pasfly,0.6238430223055517,46.875,11.31365339512583,5.316929150852007,9.310653309920893,,,,,,,,,,
55,pasfly,,,,,,0.4966816597594138,390.625,2.962732907933108,35.762654687679365,3.5036478999460123,,,,,
56,pasfly,,,,,,,,,,,,,,,
57,pasfly,0.460974343345,140.625,0.6911888767944803,1.8551992612107584,1.6711431623496558,,,,,,,,,,
58,pasfly,0.5162940790039304,765.625,5.300426602188987,55.81903968510529,2.749803843414212,,,,,,,,,,
59,pasfly,,,,,,,,,,,,,,,
60,pasfly,,,,,,,,,,,,,,,
61,pasfly,,,,,,,,,,,,,,,
62,pasfly,,,,,,,,,,,,,,,
63,pasfly,0.7830742759734743,4046.875,6.275149474625131,27.65923694354626,3.1546931214160936,,,,,,,,,,
64,pasfly,,4140.625,6.479306363062617,9.519061453173492,3.2725846308525948,,,,,,0.6106943209896586,3812.5,1.426652166256654,5.13735120711371,1.4349106629713215
65,pasfly,,,,,,,,,,,,,,,
66,pasfly,,,,,,0.1132876849712059,4203.125,2.791383040479248,16.916422322963797,2.8150069475209705,,,,,
67,pasfly,,,,,,,,,,,,,,,
68,pasfly,0.7443389791891368,3906.25,7.562470367215396,7.822858540018076,4.225378920584049,,,,,,,,,,
69,pasfly,,,,,,,,,,,,,,,
70,pasfly,,,,,,,,,,,,,,,
71,pasfly,0.8917984170036614,3953.125,8.27629570461704,18.484017928533234,4.154882719631618,,,,,,,,,,
72,pasfly,0.8784896048965376,3953.125,5.473749902286733,16.45949713435678,2.7864424141045303,,,,,,,,,,
73,pasfly,,,,,,0.7199168073372326,3703.125,2.8218652554606254,7.140735511423882,2.5275377150541614,,,,,
74,pasfly,,,,,,0.9377824678716492,3968.75,3.0117206298562307,16.072640070921835,2.735855362205131,,,,,
75,pasfly,,,,,,,,,,,0.4915879925626563,1593.75,3.108854439922532,5.900726096382996,1.7755444425617777
76,pasfly,0.2923933406366669,1781.25,9.30477965345366,11.305716098259973,4.837926978981515,0.6308086404174058,3812.5,3.2443653592302435,2.708622436696772,2.7911158182485147,0.1747584448274231,2750.0,2.408391807732184,19.388262624091965,2.4291812266131387
77,pasfly,1.0,1968.75,10.515020707280431,4.404497000499704,5.313530068081434,0.7058175068726437,1593.75,4.033875251157435,3.3992505446851453,3.466386533530452,0.5648404765330496,3906.25,3.7339232666588704,6.894023543593306,2.4229865592917017
78,pasfly,0.6874553107388741,1359.375,7.7067991935180755,3.1995424473986698,4.414941384342091,0.24651560432243744,1781.25,2.855674310643736,15.926009972919388,3.424165279846257,0.5134165043035495,2156.25,2.064937171671116,2.055145743422088,3.6784449654089255
79,pasfly,,,,,,,,,,,,,,,
80,pasfly,,,,,,,,,,,,,,,
81,pasfly,,,,,,0.7912519884638675,281.25,3.1320444122780646,52.695112729713316,2.822988844203413,,,,,
82,pasfly,,,,,,,,,,,,,,,
83,pasfly,,,,,,,,,,,0.6549015803848579,203.125,2.8889543299609315,5.795448157167523,1.5954531368807232
84,pasfly,0.6496594486745026,31.25,11.32328978291579,2.8543655486541475,10.47476945167613,,,,,,,,,,
85,pasfly,,,,,,,,,,,0.4527390351641264,328.125,3.4746906760543594,27.409226975467874,2.0580921988813494
86,pasfly,0.6542692400614052,78.125,14.219912934236875,5.7848483032149645,7.658587087552881,,,,,,,,,,
87,pasfly,0.5595312810636779,31.25,6.335259285186219,2.2703087801896062,13.91320617578334,,,,,,,,,,
88,pasfly,,,,,,0.7860148999234705,3343.75,5.476133196866607,4.6732225731715005,3.0023610016850872,,,,,
89,pasfly,,,,,,,,,,,,,,,
90,pasfly,0.4768034324845926,515.625,5.234526749065535,7.645310096347687,2.633957431121821,,,,,,0.4165401845230027,1734.375,3.7894503356054177,8.569570461184782,3.1709716992444617
91,pasfly,0.061625034377970726,4218.75,5.9868532055566135,55.414948080515224,2.993779581224352,1.0,3968.75,2.446584504894836,4.9656074105436385,4.442957392583374,,,,,
92,pasfly,,,,,,,,,,,,,,,
93,pasfly,,,,,,,,,,,,,,,
94,pasfly,,,,,,,,,,,,,,,
95,pasfly,,,,,,,,,,,,,,,
96,pasfly,,,,,,,,,,,,,,,
97,pasfly,,,,,,,,,,,0.6751032499914209,1265.625,4.001089598888884,3.077900902282323,2.2588979167053007
98,pasfly,,,,,,0.5194083084991836,3703.125,4.249154833956414,33.29229423428936,2.445712553843072,,,,,
99,pasfly,0.699967389554234,109.375,7.370881212465317,3.332971034429474,3.7458261285937637,,,,,,0.5124672084770542,234.375,2.755159536215705,2.051144081767749,4.592908265526555
100,pasfly,0.8615769645471997,703.125,3.822320189340568,180.60577791999458,2.211517770792536,,,,,,0.4710095006086809,359.375,1.7198148941166151,1.8903931188757568,2.6175099082637794
101,pasfly,0.8379787052975453,1546.875,4.143429580887129,178.9888178171719,2.3897920383858424,0.4538688076708794,484.375,2.1110963055016017,1.8310618658041409,3.147824377445447,0.5193612653650971,265.625,1.3227657136178317,2.080564731761804,2.8000543068797645
102,pasfly,0.5207662060307245,78.125,9.83586234854628,6.2599925918253065,6.132931924425473,,,,,,,,,,
103,pasfly,0.8173486173607688,250.0,5.685173168096889,49.27419584759778,2.913346478542491,0.5646393330553701,2875.0,2.747118369952676,6.8908383962521516,2.586429878263628,0.6888000335739608,3093.75,1.324743967598022,3.2133679559302384,2.1808330036661534
104,pasfly,,,,,,,,,,,,,,,
105,pasfly,0.7807619249037966,62.5,9.957481971533724,4.561251505064492,5.412915697564176,,,,,,,,,,
106,pasfly,,,,,,,,,,,,,,,
107,pasfly,,,,,,,,,,,,,,,
108,pasfly,,,,,,,,,,,0.21952679843521195,2406.25,0.4239909831317789,15.37528767924502,0.4522424622918905
109,pasfly,0.7965098614304829,343.75,10.75509199622319,4.914243053888214,5.4416225407693135,0.4166818395772639,3031.25,3.33612326102476,8.571651526118188,2.7567950168133573,0.7317204044694435,218.75,2.1491536428305777,3.727454553606192,4.909095983763399
110,pasfly,,,,,,0.2247577721422624,359.375,1.6142410879983815,18.05887179119079,1.0478087824234477,,,,,
111,pasfly,,,,,,,,,,,,,,,
112,pasfly,,,,,,,,,,,0.1779673032024326,359.375,2.921811898856869,17.030952727963836,1.7322252600997552
113,pasfly,,,,,,,,,,,,,,,
114,pasfly,,,,,,0.2130728409708783,343.75,4.308154998899245,16.51995340463133,2.5118224200900072,,,,,
115,pasfly,,,,,,,,,,,,,,,
116,pasfly,,,,,,,,,,,,,,,
117,pasfly,,,,,,,,,,,,,,,
118,pasfly,,,,,,,,,,,,,,,
119,pasfly,,,,,,,,,,,,,,,
120,pasfly,,,,,,,,,,,,,,,
121,pasfly,,,,,,,,,,,,,,,
122,pasfly,,,,,,,,,,,,,,,
123,pasfly,,,,,,,,,,,,,,,
124,pasfly,0.12452218121050496,2468.75,6.2880513112092284,28.55583484064391,3.1917624539087983,0.7293511518455397,3156.25,3.4415078577346017,11.0844735547808,3.317948267705888,0.2596469514500401,390.625,2.7287283682550925,13.507069390185931,2.114584731543377
125,pasfly,,,,,,,,,,,,,,,
126,pasfly,,,,,,,,,,,,,,,
127,pasfly,,,,,,,,,,,,,,,
128,pasfly,0.7999440256059721,125.0,5.833765518024662,9.997202063362636,3.4099524563714354,,,,,,0.4061071318475954,3625.0,2.9934398946327363,8.419026844950935,2.2132260594692026
129,pasfly,0.7127907179358406,453.125,14.94597244214469,3.481781622143433,7.480462541114098,,,,,,0.6848509164165217,3281.25,3.893870566422137,3.1731014053071647,2.3047208815654168
130,pasfly,,,,,,,,,,,,,,,
131,pasfly,,,,,,,,,,,,,,,
132,pasfly,,,,,,,,,,,0.17728669835240807,1500.0,3.048159354701067,19.447844064217623,2.1635194596698137
133,pasfly,0.13991828446276788,1640.625,6.7219943257898676,24.416284663001804,3.362329580175868,1.0,2890.625,1.863260189243848,4.6512124595504085,1.9696733239485384,0.8699883426623056,3984.375,1.436916508270781,15.383235941721495,1.5267806151605954
134,pasfly,0.6122741187689842,437.5,17.274546459907512,2.579141729783516,8.651096803280026,,,,,,,,,,
135,pasfly,,,,,,,,,,,,,,,
136,pasfly,,,,,,,,,,,,,,,
137,pasfly,0.7308670709993845,453.125,5.556564387364296,3.7156360008169536,2.7929971144743413,0.05523982930210314,2812.5,3.7180826067957256,60.33277202815816,2.3105421261752124,0.5554255125510841,625.0,1.7350997034406035,2.2493418498624607,1.7693307863160928
138,pasfly,,,,,,,,,,,0.5589876705908687,421.875,1.927012080832606,2.2675103014462223,1.107544265153094
139,pasfly,,,,,,,,,,,,,,,
140,pasfly,0.5852056754265973,31.25,7.757522508245832,2.410833371523236,6.731173011225492,,,,,,,,,,
141,pasfly,,,,,,,,,,,,,,,
142,pasfly,,,,,,0.18679076128370853,578.125,2.1090816884657624,12.296958179896862,1.5156269817850072,,,,,
143,pasfly,0.9013759229468286,93.75,8.919577981779849,10.139511870522929,4.766660275516708,,,,,,,,,,
144,pasfly,,,,,,,,,,,,,,,
145,pasfly,0.622729492899269,46.875,20.828732023580564,2.650618007977497,11.339718777714472,0.5139075410379439,3031.25,0.8111936658624768,6.171665379063567,0.5382485617679821,,,,,
146,pasfly,,,,,,0.4690525176945242,281.25,2.8948943954179764,22.601105382200323,1.587341147009549,,,,,
147,pasfly,,,,,,0.2913143705264932,343.75,4.680518316647052,22.57700641099022,2.543090920005976,,,,,
148,pasfly,,,,,,,,,,,0.5851509138269819,250.0,3.083095197360687,21.694636194151908,1.6932228025327063
149,pasfly,0.2951322056327937,281.25,7.073413785622683,12.768351841184248,3.5512985198748654,,,,,,,,,,
150,pasfly,,,,,,0.5324124427913848,3625.0,4.002888369298586,2.138636891814997,3.2335909684240183,,,,,
151,pasfly,0.32372622314480204,1781.25,6.566150375885114,10.350837544746057,3.429096529574214,0.6425054567422622,78.125,4.380777745370285,5.594490986560565,3.365583944527436,0.5683783978221598,2031.25,2.544750164401877,6.9505325610739845,4.305404390203677
152,pasfly,0.8886957140351605,3796.875,4.764470734937989,44.921899966902195,2.408828548946433,0.7192052411062246,343.75,3.1612727165943832,53.41980049447612,2.0793904151750144,0.7590791640225468,2968.75,1.0777159453638532,4.150741034675747,2.1303058349402217
153,pasfly,,,,,,,,,,,,,,,
154,pasfly,,,,,,,,,,,,,,,
155,pasfly,,,,,,,,,,,,,,,
156,pasfly,,,,,,,,,,,,,,,
