primary_name,filename,mean,variance,skewness,kurtosis,mode,gmean,hmean
chispa,XC138064.ogg,7661.2060546875,19915.260810118456,-1.2190024731979399,-0.2472527795334396,7396.6552734375,7659.9812981475025,7658.738643820151,
chispa,XC138703.ogg,,
chispa,XC139574.ogg,6799.8779296875,21040.960550308228,-0.9894626103374721,-0.05687041461466702,6492.2607421875,6798.3645897351935,6796.8296518950165,
chispa,XC139882.ogg,5589.230991417254,70416.6179752844,-0.3837830547274815,-0.6939649686682752,5469.43359375,5582.871958154223,5576.4244408523155,
chispa,XC140247.ogg,,
chispa,XC141461.ogg,3439.283203125,612346.6366767883,-0.5301884508356127,-1.3041534805754393,2293.2861328125,3343.918341075519,3240.90181227524,
chispa,XC142211.ogg,7965.1318359375,2339.0021324157715,1.6424246402913993,1.9496497118127651,7956.5185546875,7965.000514932778,7964.870012503026,
chispa,XC142341.ogg,2342.8125,1683884.471833706,-1.4999354622751222,0.24991395007039818,2917.7490234375,1094.7121004289488,104.58433060658373,
chispa,XC142506.ogg,,
chispa,XC144094.ogg,7773.486328125,6480.803434665387,-0.4690470838682362,-0.3341528625417207,7784.2529296875,7773.074424191173,7772.661149354484,
chispa,XC149592.ogg,,
chispa,XC149899.ogg,,
chispa,XC149900.ogg,,
chispa,XC149901.ogg,,
chispa,XC150352.ogg,,
chispa,XC154304.ogg,7224.3896484375,77.27980613708496,0.0,-1.0000000000000002,7224.3896484375,7224.385637032679,7224.381625625638,
chispa,XC163938.ogg,2373.2666015625,33.119916915893555,0.28867513459481287,-1.9166666666666667,2368.65234375,2373.2606232462895,2373.254647526717,
chispa,XC16981.ogg,,
chispa,XC16983.ogg,,
chispa,XC16984.ogg,,
chispa,XC16985.ogg,485.47585227272725,620088.2466381246,1.648784339659525,0.7204467724134567,118.4326171875,216.28409013629442,156.75003057061264,
chispa,XC170986.ogg,5901.754056490385,1474366.0176130438,-4.477670665287811,18.91001447839233,6093.896484375,5201.226246485167,1656.7037462528328,
chispa,XC17172.ogg,,
chispa,XC176359.ogg,23.215484619140625,292.4869275621829,0.6722775374752475,-0.9699034749989988,10.7666015625,0.0,0.0,
chispa,XC177381.ogg,16.14990234375,38.63990306854248,0.0,-2.0,10.7666015625,15.226273950354855,14.35546875,
chispa,XC179122.ogg,23.32763671875,19.31995153427124,1.788854381999832,1.2000000000000002,21.533203125,23.038658131091086,22.799862132352942,
chispa,XC182933.ogg,5323.363873339074,3684.7573706484227,-0.4643792281012347,-0.5737392350820674,5329.4677734375,5323.01925523352,5322.673388497602,
chispa,XC184387.ogg,0.0,0.0,0.0,-3.0,0.0,0.0,0.0,
chispa,XC188094.ogg,5612.802650188578,2083.6165310948263,1.1783834677212057,1.9085531856368885,5598.6328125,5612.61925323075,5612.436991029988,
chispa,XC188159.ogg,5578.387480375299,54100.87334469983,-1.3184116971307613,1.0284437843000642,5727.83203125,5573.356786782612,5568.125129385265,
chispa,XC188824.ogg,6229.947176846591,22117.48051643372,-1.70039182501052,2.0709900807516117,6212.3291015625,6228.136926262488,6226.275442689136,
chispa,XC189062.ogg,5720.035526670259,1096.3568968493746,0.08324490108144175,-0.21745840478034362,5706.298828125,5719.940820099761,5719.846139763513,
chispa,XC189328.ogg,197.8363037109375,2382.5640231370926,1.7941945996058954,2.0834238500725775,183.0322265625,193.56685876034663,190.1096796836447,
chispa,XC189595.ogg,4072.9654947916665,1530134.1670639107,-0.02896221670970953,-1.958741425371312,5329.4677734375,3882.638494156141,3699.287758577187,
chispa,XC189596.ogg,5918.774049673508,15441.49609188866,6.303935883280946,55.32656107153424,5910.8642578125,5917.572191166031,5916.458703895454,
chispa,XC192517.ogg,,
chispa,XC195560.ogg,6374.954044117647,549284.266036915,-1.998752638825546,5.450970883865066,6793.7255859375,6321.3773321496665,6250.545188991287,
chispa,XC195836.ogg,4937.714586759868,71840.22294063318,0.641510309745236,-0.7402246541946296,4877.2705078125,4930.714511486573,4923.863747998578,
chispa,XC205439.ogg,2.1533203125,20.607948303222656,1.5,0.25,0.0,0.0,0.0,
chispa,XC205440.ogg,4491.305701088566,2177708.034135154,-2.407397018993048,4.372266898611109,139.9658203125,3520.8590888838335,1177.0338973328621,
chispa,XC205466.ogg,4.533305921052632,29.827293596769625,0.3198010745334156,-1.8977272727272723,0.0,0.0,0.0,
chispa,XC206093.ogg,10.228271484375,54.60428407317713,0.05762348759763528,-0.7692019599887647,10.7666015625,0.0,0.0,
chispa,XC210094.ogg,,
chispa,XC210860.ogg,6890.625,115.91970920562744,0.0,-1.5,6879.8583984375,6890.619392390459,6890.613784780912,
chispa,XC234537.ogg,,
chispa,XC236404.ogg,,
chispa,XC236651.ogg,,
chispa,XC253942.ogg,,
chispa,XC253965.ogg,,
chispa,XC253969.ogg,,
chispa,XC253974.ogg,,
chispa,XC253975.ogg,,
chispa,XC254450.ogg,7526.28515625,1009.2742681503296,-0.18883069653328097,-1.0503250693582922,7525.8544921875,7526.220753974593,7526.156317690305,
chispa,XC254451.ogg,5723.23593430688,61790.40708421095,-0.3559274441888108,-1.3772825480928588,5824.7314453125,5717.781217737247,5712.269647519828,
chispa,XC265803.ogg,771.35009765625,4199163.932548948,2.7579256065481905,5.606991080899762,107.666015625,163.57262473778442,120.96178760850837,
chispa,XC288985.ogg,6226.08642578125,13825.887669535245,1.616034407939772,1.3243936230316402,6147.7294921875,6225.057872730465,6224.049100113991,
chispa,XC288993.ogg,6767.4072265625,5393.486469984055,1.308850919665896,0.9306840721764309,6696.826171875,6767.056113144704,6766.708074118513,
chispa,XC289019.ogg,46.142578125,25.476859166071964,0.9486832980505138,-1.1,43.06640625,45.9015348823938,45.67649147727273,
chispa,XC289051.ogg,,
chispa,XC293008.ogg,6518.4497730152025,492935.96774306876,-1.9813317457855466,3.7687266723825044,6901.3916015625,6473.500652943554,6419.204763963639,
chispa,XC294302.ogg,4705.418982872596,67599.55928233954,0.6373533714460692,-0.24601030756441622,4403.5400390625,4698.650104007939,4692.018794601356,
chispa,XC294349.ogg,8092.367733226103,72502.61234567763,-0.3628611186072025,-0.6500848770332595,7924.21875,8087.980929781556,8083.555615200746,
chispa,XC294350.ogg,9002.56118774414,51184.97861429088,1.484772718541651,0.4155289326809779,8882.4462890625,8999.872284701969,8997.247710185367,
chispa,XC294360.ogg,8754.256439208984,22049.868476366806,0.3082285787517782,-1.4232345774204034,8914.74609375,8753.040418530209,8751.828556889679,
chispa,XC294362.ogg,7843.46923828125,6673951.109595158,-1.3195556737579746,-0.228575314372105,9216.2109375,7241.743320065358,6445.926082097794,
chispa,XC294363.ogg,7450.103759765625,5748.605579137802,0.2642189444226018,-0.8312762553877406,7472.021484375,7449.732355628646,7449.36158200158,
chispa,XC294364.ogg,2707.80029296875,38.63990306854248,0.0,-2.0,2702.4169921875,2707.7949417698446,2707.789590581511,
chispa,XC296964.ogg,,
chispa,XC302537.ogg,,
chispa,XC305763.ogg,3475.458984375,339128.30568182055,0.532108948610877,-1.3058262307617456,2971.58203125,3430.3849778487997,3387.906016764716,
chispa,XC308415.ogg,,
chispa,XC308852.ogg,5545.72265625,1754.965950460995,0.45116851345640385,-0.572226503222713,5534.033203125,5545.569286055818,5545.416252172929,
chispa,XC309778.ogg,7252.801513671875,20853.3116877079,0.3117131928793253,-0.8015060231596172,7159.7900390625,7251.409093030976,7250.022006656624,
chispa,XC311994.ogg,9170.208185369318,3422716.9934619553,-1.6429356929385581,0.7105740978890429,10023.7060546875,8950.12734672941,8673.829823726477,
chispa,XC312321.ogg,5062.6953125,3529.11114692688,-2.1724343041509107,3.2670668722361347,5092.6025390625,5062.380422576231,5062.060382254984,
chispa,XC31305.ogg,22.832620554956897,49.123869509099826,1.8059724450391565,6.273075059570484,21.533203125,21.90087042776429,20.966856987968665,
chispa,XC31306.ogg,9.68994140625,63.111841678619385,0.13994169096209913,-0.9604331528529775,10.7666015625,0.0,0.0,
chispa,XC313309.ogg,6473.419189453125,270.25467088056166,-0.8252304937110094,0.5642377845908912,6470.7275390625,6473.398761310455,6473.378304725385,
chispa,XC313465.ogg,7715.926419771635,30871.201941600215,-0.4413499144371563,-1.0849242323949142,7751.953125,7713.989549169937,7712.039634844347,
chispa,XC313466.ogg,6174.231896033654,178.33801416250375,-0.16696826045698648,-0.327007999999978,6169.2626953125,6174.2180060320725,6174.204112678744,
chispa,XC313467.ogg,6134.336890243902,1735.6438826961735,-0.27354448118795327,0.5621552037981377,6126.1962890625,6134.196387897448,6134.0556991493395,
chispa,XC313468.ogg,3974.7216796875,1424240.5909369974,-0.309154109765853,-1.7356605935804577,5060.302734375,3782.8302696339224,3585.20648781105,
chispa,XC313469.ogg,5785.7025146484375,22741.712305334306,2.1627571207634073,5.268889780683464,5760.1318359375,5783.81282909251,5781.988411419288,
chispa,XC313880.ogg,43.06640625,92.73576736450195,0.0,-1.5,32.2998046875,42.14982006238937,41.233793218085104,
chispa,XC314922.ogg,411.5234375,551880.8555603027,3.8476049787956135,12.89914258477794,150.732421875,267.90740617681934,236.90685151766655,
chispa,XC315096.ogg,5292.98095703125,16148.827724597033,-0.6410760317686045,-1.09742601713812,5372.5341796875,5291.525279655731,5290.054901454889,
chispa,XC315158.ogg,6062.4580078125,61600.89266896248,-2.8268937826578013,6.563042519811523,6147.7294921875,6057.172321502337,6051.444366831408,
chispa,XC320337.ogg,5246.026611328125,316215.2393789668,-0.9372556866281774,-0.6730339417219908,5598.6328125,5215.190668201515,5182.162444522842,
chispa,XC320440.ogg,6391.888230846775,80770.4749055668,-2.1388474301152094,3.411507315960664,6578.3935546875,6385.24144086133,6378.135622335623,
chispa,XC321209.ogg,263.78173828125,2571.0991501808167,0.014058430849292742,-0.9945824026877395,183.0322265625,258.9740701638558,254.08915425927515,
chispa,XC322656.ogg,4667.842741935484,23329.527024299863,-1.4759593320041489,0.945094170058312,4705.0048828125,4665.34323833581,4662.760588769488,
chispa,XC322658.ogg,,
chispa,XC322659.ogg,5317.547607421875,1177068.8138902187,-2.420174887487876,4.901829646512799,5803.1982421875,5142.83836617186,4854.063052858531,
chispa,XC322662.ogg,5469.971923828125,86140.24096256809,0.008032169604271368,-1.9641843458523764,5178.7353515625,5462.4883138303185,5455.016313769738,
chispa,XC322665.ogg,5954.6484375,27994.057774543762,-1.791721308043084,1.7916115802997608,5964.697265625,5952.379750459568,5950.034247384627,
chispa,XC322667.ogg,,
chispa,XC322676.ogg,,
chispa,XC324926.ogg,3317.4591064453125,312.5692158937454,-0.2101837741197034,-1.466865488355774,3294.580078125,3317.417856106413,3317.376576939723,
chispa,XC325097.ogg,6126.1962890625,14656.161787998246,-6.548065622271686,51.73195007128143,6115.4296875,6124.898780817749,6123.470011412126,
chispa,XC325938.ogg,5573.761128270349,1890.5751991930395,1.2893326380631498,2.56131788778897,5566.3330078125,5573.593945603322,5573.427846475678,
chispa,XC326708.ogg,5690.730501211911,40051.28885760202,1.2056655022982858,0.5971259707282082,5534.033203125,5687.313994695284,5683.98821134409,
chispa,XC327576.ogg,7448.9501953125,209.75947380065918,0.271676526951981,-0.8760387811634347,7439.7216796875,7448.938130814476,7448.926070226716,
chispa,XC327741.ogg,5921.316329441714,6765.277930642565,-0.2769644284248671,-0.5579812418311851,5932.3974609375,5920.744780786057,5920.171666848744,
chispa,XC328414.ogg,4663.594876802885,9099056.641940888,0.15546771217024752,-1.9740540433654994,1948.7548828125,3727.371349015285,3020.526284178009,
chispa,XC330469.ogg,1236.3134765625,19131.69600652612,0.1417341015493531,-1.005629727589524,1022.8271484375,1228.6974881389658,1221.1173922948108,
chispa,XC344141.ogg,6440.042724609375,56913.8317531661,1.1143556859913932,0.2618350870193793,6190.7958984375,6435.9503301477125,6431.9615262560255,
chispa,XC349621.ogg,,
chispa,XC359412.ogg,5185.288935122283,716913.001563238,-2.4968690051524587,5.901706558769979,5404.833984375,5085.444345155957,4937.0761828483355,
chispa,XC361007.ogg,7378.384676846591,88993.6244792559,-0.2626257531704963,-1.1926862597118366,7332.0556640625,7372.489797523066,7366.551245374684,
chispa,XC363865.ogg,5779.6281144425675,667477.5212519877,-5.780313719958442,31.62896818419813,5932.3974609375,5629.425117678988,5187.911552670128,
chispa,XC364591.ogg,1048.6669921875,9887.95119524002,0.4066745813497252,-1.8200936217116614,979.7607421875,1044.973331215806,1041.3744988832839,
chispa,XC372203.ogg,3636.419677734375,332.30316638946533,0.659644978648011,-1.00703082747431,3628.3447265625,3636.3769331222334,3636.3342794487285,
chispa,XC372621.ogg,,
chispa,XC373249.ogg,59.21630859375,231.83941841125488,0.6479390965872467,-0.7755102040816326,53.8330078125,57.610255409285294,56.129994181536084,
chispa,XC373257.ogg,6752.7740478515625,92906.1467552727,-0.946047893729141,-0.5491324274696887,6836.7919921875,6745.813131257491,6738.647641267922,
chispa,XC376219.ogg,3932.11669921875,2771072.7500686278,0.3181511325348039,-1.4324985628447828,2713.18359375,3607.452715584933,3313.404355006721,
chispa,XC376765.ogg,695.2957956414474,3327519.9387236307,2.5913732211236447,4.757930209985263,86.1328125,118.70317689574608,75.43040455701107,
chispa,XC376766.ogg,6010.269691204203,820756.6143041519,-5.3393696871098735,31.225363367574843,6158.49609375,5517.41688920621,813.406686224441,
chispa,XC378424.ogg,5038.946032914959,914685.6857616393,-4.879565679029691,23.010721101385947,5264.8681640625,0.0,0.0,
chispa,XC379019.ogg,5476.496484375,87966.42667847294,-2.5855954115006123,7.099179076424578,5469.43359375,5467.6580443071025,5457.8280130277135,
chispa,XC381385.ogg,4.893909801136363,31.614466146989304,0.18257418583505555,-1.9666666666666668,0.0,0.0,0.0,
chispa,XC381863.ogg,5454.302153716216,981.0901712109007,0.7530400505403257,-0.5382469579753568,5437.1337890625,5454.213683039983,5454.125463650994,
chispa,XC381865.ogg,5532.604008227323,55383.755224468434,5.29011561228532,32.6270574226406,5447.900390625,5528.256226807896,5524.422600640553,
chispa,XC382859.ogg,5480.385826373922,622783.6868415729,-1.0520401935198378,-0.22460504259886127,5846.2646484375,5417.331082373791,5346.765892490523,
chispa,XC383445.ogg,7246.575372869318,47845.420884815125,-1.5434794053597796,0.6422000578020297,7288.9892578125,7243.271590443039,7239.863490046298,
chispa,XC383963.ogg,6290.087890625,2107.360867353586,-1.215281294243398,4.437986516299602,6276.9287109375,6289.925615247292,6289.762353378962,
chispa,XC384030.ogg,2599.184283088235,53773.107458563405,0.2556890963797427,-0.5532926963678584,2390.185546875,2589.5229705997453,2579.9391299742138,
chispa,XC384031.ogg,3416.6015625,38.63990306854248,0.7071067811865475,-1.5,3413.0126953125,3416.5977953173015,3416.5940307745277,
chispa,XC384032.ogg,3959.9560546875,255.02336025238037,0.37003665016361903,-0.7830578512396693,3962.109375,3959.9303171008887,3959.9046021965205,
chispa,XC385580.ogg,6636.897786458333,15041.459855881145,0.8387242279977858,1.9946661332821396,6664.5263671875,6635.7813900764,6634.675324423139,
chispa,XC389900.ogg,5403.2958984375,834999.6523599367,-4.905599514713603,22.412237918590783,5620.166015625,5179.363614776724,4472.057879329454,
chispa,XC390880.ogg,5598.949477251838,634098.2696318373,-1.3593516263186167,0.4317758576922084,5921.630859375,5534.950027444834,5461.076563700242,
chispa,XC392868.ogg,6021.3840714420185,6630.280352395455,-0.08988540834905095,-0.5735544804081014,5986.23046875,6020.83960993163,6020.294616996693,
chispa,XC392869.ogg,6006.160135472074,1123.8099467853615,1.1097148589990475,1.452325895198448,6007.763671875,6006.068939801535,6005.978110045704,
chispa,XC404846.ogg,,
chispa,XC411485.ogg,56.524658203125,933.4232398243838,2.3376908681771496,3.645875744503381,43.06640625,51.80029100371962,49.169629491017965,
chispa,XC412683.ogg,3007.11181640625,1142042.2630906105,0.002180469800529086,-1.9948325498065833,1959.521484375,2831.096169898921,2665.37269304848,
chispa,XC412955.ogg,5181.2392123909885,1362.8732541680497,0.12143872691074963,-0.9492724498808629,5157.2021484375,5181.1092911804135,5180.979440930112,
chispa,XC412956.ogg,5232.138554921407,117425.90148935845,2.5858653685891904,5.6235462009956905,5178.7353515625,5222.025091995774,5212.897151777305,
chispa,XC415708.ogg,,
chispa,XC415808.ogg,,
chispa,XC415956.ogg,,
chispa,XC416165.ogg,7690.3681640625,15712.143784761429,1.0737364947227037,1.4003781431060425,7579.6875,7689.39821893893,7688.438799531689,
chispa,XC416327.ogg,38.580322265625,4288.151060993021,1.7347165650163245,1.1210209124938677,10.7666015625,0.0,0.0,
chispa,XC416328.ogg,3035.9475840692935,6014782.567410367,-0.44504916005428996,-1.801372223505219,10.7666015625,0.0,0.0,
chispa,XC417876.ogg,5412.993935032895,59226.871303454755,3.3040821136276834,9.591556642299905,5351.0009765625,5408.056088728432,5403.550257563982,
chispa,XC418151.ogg,1642.67578125,6568469.30705584,0.9487657379340053,-1.0996349211822842,75.3662109375,269.25525523434396,111.08016351398201,
chispa,XC418277.ogg,5347.673117897727,502043.4208241376,-2.9241101892173935,7.192966191992332,5512.5,5283.781946116376,5195.189359145788,
chispa,XC419824.ogg,,
chispa,XC420570.ogg,5182.111319849047,12687.525437360377,-2.8220033306697627,6.807294180595912,5221.8017578125,5180.837926176244,5179.509502863239,
chispa,XC420580.ogg,5099.417568774934,168245.78878434055,1.2073462938024377,-0.28235379515791337,4855.7373046875,5083.963826280004,5069.457544856065,
chispa,XC421304.ogg,5870.4664963942305,307713.4073288302,-9.299126091731752,93.01137145521729,5846.2646484375,5741.142471500781,4603.416714218416,
chispa,XC424512.ogg,6796.2890625,28445.592641830444,-0.18556950414681955,-1.7620650460001042,6922.9248046875,6794.289579634563,6792.284432248021,
chispa,XC428567.ogg,8273.643909801136,86925.02848668532,0.6669190800152631,-1.0289186771682166,8042.6513671875,8268.93658957834,8264.299029568348,
chispa,XC429625.ogg,5826.23876953125,4031.2143445014954,-0.53809141661331,-0.24780379774530203,5878.564453125,5825.898378205366,5825.556624469971,
chispa,XC430486.ogg,1.5380859375,16.559958457946777,2.041241452319315,2.166666666666667,0.0,0.0,0.0,
chispa,XC433933.ogg,6196.17919921875,607017.421245575,-0.45334687786982775,-1.6850206509127577,5211.03515625,6148.264899114079,6098.814847496386,
chispa,XC436816.ogg,4626.310813210227,82478.99039891285,0.601408328339245,-0.358170055658511,4608.10546875,4617.6623084271,4609.197130535455,
chispa,XC436817.ogg,4456.990477276332,12030.071286380595,0.1146133171597501,-0.40447918174590747,4392.7734375,4455.649423544917,4454.309992628226,
chispa,XC444638.ogg,5023.6237828200165,28172.672063928196,1.123074089804164,5.972172290325103,5038.76953125,5020.879567100217,5018.186024917755,
chispa,XC444640.ogg,4866.8602920160065,97267.83776786378,1.6116069704363432,2.455589634120912,4737.3046875,4857.482420330862,4848.657530575983,
chispa,XC449220.ogg,4864.121914753871,10677.63266068936,-0.13441379019994526,-0.28749231126265684,4844.970703125,4863.023631317799,4861.922653729848,
chispa,XC451029.ogg,7234.5742715371625,92226.81839611454,0.3098501244058407,-0.09987578518196427,6998.291015625,7228.266617433415,7221.99859182162,
chispa,XC466357.ogg,7031.66748046875,56408.970914388956,2.023017067833224,3.4262916181615424,7009.0576171875,7028.014707052523,7024.512525871071,
chispa,XC467078.ogg,3153.076171875,866.6378259658813,0.16067305327926487,-1.7409022678404804,3122.314453125,3152.958482732567,3152.84090476776,
chispa,XC467080.ogg,6294.4244384765625,13271.706200475934,-0.5139780789969544,-0.45210532306304607,6384.5947265625,6293.376523536224,6292.321739277109,
chispa,XC467081.ogg,6289.267962166433,12267.863341474924,-0.4615228329704038,-0.8251881259197731,6395.361328125,6288.298169479421,6287.322968470774,
chispa,XC475011.ogg,2156.633112980769,142.67041133000302,0.8885781486747042,0.7115885416667211,2153.3203125,2156.6026751264067,2156.572331631662,
chispa,XC475145.ogg,,
chispa,XC476560.ogg,3455.181884765625,6959677.381061989,0.3983994893655619,-1.3832952498044593,2250.2197265625,1882.830280978357,426.81978160705154,
chispa,XC476734.ogg,4985.475767488593,277780.8559376371,-0.40874505551021817,-1.53462935582781,5383.30078125,4956.675292483724,4927.08097956358,
chispa,XC479792.ogg,5328.612149472268,12605.14500409562,1.0902497364982895,0.2282234582905276,5232.568359375,5327.4544543510265,5326.313843639373,
chispa,XC482998.ogg,8157.794189453125,46532.287269830704,2.6990660711731693,5.840342630128088,8053.41796875,8155.144100032652,8152.611387096813,
chispa,XC483739.ogg,2029.50439453125,512398.2346057892,2.265451241742385,3.1369355792838878,1765.72265625,1953.58831746362,1903.0400108363108,
chispa,XC483740.ogg,111.7034912109375,7483.0312281847,1.7025976875182998,1.8966794648852474,96.8994140625,90.44759185636086,74.51274350465917,
chispa,XC487033.ogg,8213.720703125,186.75953149795532,0.21451013203211164,-0.9675980975029725,8204.150390625,8213.710599814265,8213.700498757262,
chispa,XC487034.ogg,8.61328125,36.43190860748291,-0.10071121989218132,-0.11157024793388448,10.7666015625,0.0,0.0,
chispa,XC495186.ogg,7304.2891652960525,70354.45087834408,-0.5483030855880654,-1.22028536104542,7299.755859375,7299.6639609574595,7294.978147720176,
chispa,XC498249.ogg,7546.31103515625,3514.9431824684143,-0.8228811907842558,-0.49721051835120234,7547.3876953125,7546.100564047031,7545.889224122046,
chispa,XC508110.ogg,91.51611328125,38.63990306854248,0.0,-2.0,86.1328125,91.35764370212912,91.19944852941177,
chispa,XC513820.ogg,,
chispa,XC52371.ogg,4944.1131591796875,1958710.236410084,-0.5145560065826454,-1.7313143696567328,5975.4638671875,4728.942396736287,4501.165616960461,
chispa,XC539304.ogg,5465.650733741554,30872.544715778527,-0.8434319596498857,-0.4459421863246704,5598.6328125,5462.788031839854,5459.871444930115,
chispa,XC542139.ogg,,
chispa,XC542142.ogg,48.44970703125,38.63990306854248,0.0,-2.0,43.06640625,48.1497059608109,47.8515625,
chispa,XC558654.ogg,5349.462890625,402001.271545887,-4.239998164510039,16.004127088794633,5501.7333984375,5294.361213451713,5208.917213492835,
chispa,XC560208.ogg,3974.522633272059,532834.6195746873,-1.6100083365334927,0.6402843857853049,4285.107421875,3890.356634931164,3786.3240449968566,
chispa,XC560581.ogg,4244.418057528409,1673.254412125776,0.08221211160716595,0.7476512110593099,4220.5078125,4244.22229868087,4244.0266016527585,
chispa,XC563213.ogg,105.70845170454545,1247.717597267844,-0.6689148334135478,-1.147764107012417,53.8330078125,99.03284357983591,91.38878095770754,
chispa,XC565114.ogg,1033.59375,2457768.3144807816,3.1383130047892855,7.938811439369639,506.0302734375,704.6995984616464,619.5927919308812,
chispa,XC565517.ogg,5495.677185058594,215.9004583954811,0.1352289167463164,-0.7533894869600468,5490.966796875,5495.658774167757,5495.640367482603,
chispa,XC567664.ogg,,
chispa,XC571627.ogg,,
chispa,XC571801.ogg,7573.10791015625,78813.65875987445,-0.09907743486908517,-0.4695925490936479,7590.4541015625,7568.175292165751,7563.224451197503,
chispa,XC571803.ogg,5450.447328629032,272382.2373269222,-5.853065796718642,59.31070064511236,5254.1015625,5340.107876836128,3767.335148665932,
chispa,XC572214.ogg,2684.72900390625,133996.4371919632,0.6835472963913849,-1.3978317848071586,2357.8857421875,2661.920038545604,2640.5318934489,
chispa,XC572814.ogg,4966.4794921875,3852.95033454895,0.7937289370160686,-1.1391634715642727,4909.5703125,4966.149016110391,4965.820559812589,
chispa,XC573502.ogg,4754.0982453719425,10882.100406250865,0.2868639881699707,-0.4480991507687402,4737.3046875,4752.96418316745,4751.834334023696,
chispa,XC574503.ogg,40.9130859375,81.14379644393921,0.3436215967445456,-1.153061224489796,32.2998046875,40.137021471615874,39.39000571646341,
chispa,XC574642.ogg,49.42848899147727,261.19570840488785,0.29653997332576765,-1.3439250111425782,32.2998046875,46.93366963114373,44.5913932933662,
chispa,XC574790.ogg,4398.01711376531,51320.50020390589,1.7090537125597902,2.4527335928644645,4371.240234375,4392.505686411029,4387.281704424112,
chispa,XC574792.ogg,,
chispa,XC574793.ogg,5070.684814453125,7132.073017683896,0.12661358896389668,-1.2599617510877816,4995.703125,5069.994953779775,5069.306011364997,
chispa,XC574794.ogg,2987.5864389780404,29589.289016014824,-1.3634307149432776,1.851990896219485,3100.78125,2982.480160137665,2977.0590293852997,
chispa,XC574795.ogg,3207.550048828125,52637.207955121994,-0.7993826679509703,-0.8591553428312482,3391.4794921875,3199.722327779852,3191.594002024539,
chispa,XC574796.ogg,4850.231097495719,2873.9162390744755,-0.38520235458813257,1.502443203518684,4866.50390625,4849.935277428936,4849.638514783152,
chispa,XC574797.ogg,6739.892578125,77.27980613708496,0.0,-1.0000000000000002,6739.892578125,6739.888278359873,6739.883978592013,
chispa,XC576175.ogg,7742.566856971154,27596.086886247645,0.5760557902232475,-0.08070740102582441,7547.3876953125,7740.843658330154,7739.133538457317,
chispa,XC578659.ogg,5505.611690398186,327365.32028649515,1.8018553948764444,1.6141361688005595,5404.833984375,5479.170387613035,5455.605980824558,
chispa,XC580144.ogg,5784.332869538163,350639.58950604487,2.713256568888377,5.7459900181050045,5534.033203125,5758.798031390226,5737.1186209210255,
chispa,XC580984.ogg,7.177734375,26.750702124375564,-0.7071067811865475,-1.5000000000000002,10.7666015625,0.0,0.0,
