,peak0_accuracy,peak0_autocorr0_accuracy,peak0_autocorr0_freqency,peak0_autocorr0_prominence,peak0_autocorr0_width,peak0_autocorr0_width_height,peak0_autocorr1_accuracy,peak0_autocorr1_freqency,peak0_autocorr1_prominence,peak0_autocorr1_width,peak0_autocorr1_width_height,peak0_autocorr2_accuracy,peak0_autocorr2_freqency,peak0_autocorr2_prominence,peak0_autocorr2_width,peak0_autocorr2_width_height,peak0_freqency,peak0_prominence,peak0_width,peak0_width_height,peak1_autocorr0_accuracy,peak1_autocorr0_freqency,peak1_autocorr0_prominence,peak1_autocorr0_width,peak1_autocorr0_width_height,peak1_autocorr1_accuracy,peak1_autocorr1_freqency,peak1_autocorr1_prominence,peak1_autocorr1_width,peak1_autocorr1_width_height,peak1_autocorr2_accuracy,peak1_autocorr2_freqency,peak1_autocorr2_prominence,peak1_autocorr2_width,peak1_autocorr2_width_height,peak2_accuracy,peak2_freqency,peak2_prominence,peak2_width,peak2_width_height,primary_label,peak1_accuracy,peak1_freqency,peak1_prominence,peak1_width,peak1_width_height,peak2_autocorr0_accuracy,peak2_autocorr0_freqency,peak2_autocorr0_prominence,peak2_autocorr0_width,peak2_autocorr0_width_height,peak2_autocorr1_accuracy,peak2_autocorr1_freqency,peak2_autocorr1_prominence,peak2_autocorr1_width,peak2_autocorr1_width_height,peak2_autocorr2_accuracy,peak2_autocorr2_freqency,peak2_autocorr2_prominence,peak2_autocorr2_width,peak2_autocorr2_width_height,peak3_accuracy,peak3_freqency,peak3_prominence,peak3_width,peak3_width_height,peak4_accuracy,peak4_freqency,peak4_prominence,peak4_width,peak4_width_height,peak3_autocorr0_accuracy,peak3_autocorr0_freqency,peak3_autocorr0_prominence,peak3_autocorr0_width,peak3_autocorr0_width_height,peak3_autocorr1_accuracy,peak3_autocorr1_freqency,peak3_autocorr1_prominence,peak3_autocorr1_width,peak3_autocorr1_width_height,peak3_autocorr2_accuracy,peak3_autocorr2_freqency,peak3_autocorr2_prominence,peak3_autocorr2_width,peak3_autocorr2_width_height,peak4_autocorr1_accuracy,peak4_autocorr1_freqency,peak4_autocorr1_prominence,peak4_autocorr1_width,peak4_autocorr1_width_height,peak4_autocorr2_accuracy,peak4_autocorr2_freqency,peak4_autocorr2_prominence,peak4_autocorr2_width,peak4_autocorr2_width_height,peak4_autocorr0_accuracy,peak4_autocorr0_freqency,peak4_autocorr0_prominence,peak4_autocorr0_width,peak4_autocorr0_width_height
10,0.15204077470152477,,,,,,,,,,,,,,,,4109.375,7.199756742619893,14.151623854055117,4.071799700846123,0.5925746669528646,62.5,23.520259253782676,2.454437461021377,12.011278367119893,,,,,,,,,,,,,,,,tropar,0.7637517926610414,62.5,2.492169470301306,4.232836351495543,2.6998434706284304,0.6190636744065969,3515.625,21.811924116437126,2.625110636120752,10.907232332314319,0.559942662172441,3765.625,4.019728993930904,2.2724311448519927,2.072823243381098,,,,,,,,,,,0.658841667129399,3515.625,1.1965202067840595,5.8623806230129105,2.5738077101809425,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11,0.46139956346507716,0.5852866592519343,2234.375,24.113409170590156,2.4113041509496327,12.072172288340253,0.5812460875007717,546.875,1.1277542453578462,2.3880373893864046,0.5858416488785548,0.5911329527569024,296.875,0.8775485412121392,2.4457828204615275,0.49183383864764413,2234.375,6.115790411207832,7.4266556962596155,3.41597842940577,0.6227473510960004,546.875,22.840553743657203,2.6507434816036834,11.461477819912847,0.5650824355288573,2234.375,2.213353862186946,2.29928630547721,1.1261886832156958,0.5438311403629695,234.375,1.1694227723000352,2.192170681698201,0.6359960522159115,,,,,,tropar,0.4065808969567789,546.875,3.304881888056297,47.184190492702506,2.8713741502238284,0.5587162760560828,2125.0,24.268138618929406,2.2661157566896577,12.140306389373578,0.5028546529322646,562.5,2.9078597516249487,2.0114841784162394,1.4979633035989692,0.556866319139325,2250.0,2.3236995476670845,2.2566553687766486,1.6801103697664295,0.32869147626051376,2125.0,1.3704336193631121,1.4896280393246855,2.747370451803133,0.3633157540292318,328.125,0.9015623392627976,10.994460824654027,4.069973870859657,0.6213126195159748,328.125,22.916452233736667,2.6407006188635975,11.504105917936391,0.46533093709585704,515.625,1.51064138755839,1.8703158072553059,0.874369445516735,0.5646856128467109,2265.625,1.4029258732310086,2.297190328441559,0.7230570884529295,,,,,,,,,,,,,,,
12,0.5862257701272511,0.5327123377822454,31.25,22.435702215361367,2.140009422149055,13.398529584441267,,,,,,,,,,,31.25,12.952633303170403,2.4167768986182088,12.9410476794576,,4031.25,22.46729629107534,2.5755134694177855,11.240678130358523,0.623414531794855,31.25,4.9596880961785255,2.6554396927904014,2.7676972473592802,0.44151795751324985,93.75,2.3222594519124025,1.7905678677640289,2.608858232820322,0.48842359825240134,1531.25,1.0037902449711495,11.728453422603877,0.8094654305499462,tropar,0.24218306931012157,4031.25,1.5626454999615165,9.237059395898626,0.9764042458485287,0.6013028585436785,1531.25,20.27285539718864,2.5081694750739842,10.148496704300916,0.4997131956681019,31.25,8.824324456250151,1.9988534403489568,5.009856427065592,0.5058436299681984,93.75,8.182545767502535,2.02365093449194,5.020991069827863,,,,,,0.6426508372715594,453.125,0.9001699398246148,2.798383497990528,0.9029845705196268,0.5661081240684935,453.125,21.347741116502974,2.3047216494965177,10.776286478455582,0.5113690656014752,78.125,8.960925533461793,2.0465343669469878,5.873208931461157,,,,,,,,,,,,,,,,,,,,
13,,0.6164514832016794,468.75,22.982104673256902,2.6072320872142107,11.493016053455664,0.451133714367006,343.75,1.4195730543682672,1.8219373755972725,1.0618080371890146,0.5692492888180753,1281.25,1.0202341501461036,2.3215283783423786,0.5374941406009234,,,,,0.6170164639105462,3531.25,22.171565086231606,2.6110782991110852,11.094126288533849,0.5617117686554489,3281.25,2.924714013956862,2.281603585230357,1.5750194135672206,,,,,,0.3954422646516653,3531.25,1.570026598101009,8.270508683705941,2.070298977352904,tropar,0.726593018444422,468.75,2.8508453579734585,84.12367478379325,2.06506106488752,0.5197069563717776,62.5,24.94617026900275,2.082062218610986,12.516887519750092,,,,,,0.5227934569633401,1437.5,1.4970307460153027,2.0955286858319084,0.7537650380984676,0.4734231105240547,62.5,1.5075538304283382,1.8990578963600364,1.472241175022155,0.5137476417248626,125.0,1.275516073996088,2.056545295836216,1.4896333638915285,0.5634089468142661,125.0,21.478825324374743,2.2904729556484558,10.78337757126411,0.5346011113902083,500.0,7.8520934842479555,2.14869443067888,4.07800511049086,0.5276941951562599,250.0,4.584117168742005,2.1172723048170976,2.5092836769859006,,,,,,,,,,,,,,,
14,,0.6176935515062458,3390.625,22.853651080231913,2.615702675013438,11.4280788620271,0.6704235994205872,3015.625,1.6695844339226973,3.0341978316467646,0.8872070457061769,0.5390978086702255,3140.625,1.146340495286413,2.1696577252428426,0.7276269174283955,,,,,0.6165646710753601,3046.875,22.930319943414364,2.608001726926261,11.465647677290116,0.6581972441658777,3359.375,2.2132355633679475,2.925663947792458,1.184200412115169,0.4461565501298328,3406.25,0.967857664853977,1.805564370643765,1.181939264903447,0.5256687756708764,3046.875,1.3366472002109178,6.324694319340011,2.1390437604544106,tropar,0.7852742707239814,3390.625,2.639008321392974,9.314207509008412,2.0532282735805087,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,tropar,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
16,0.721433406764689,0.608775573446825,375.0,23.380386371512106,2.556077617162998,11.701687438984733,0.5337259677759585,125.0,1.684648769785442,2.1446615742896586,0.8736094337213026,0.539223809212722,250.0,1.5813501950814763,2.1702510242367534,0.8587236142242012,375.0,4.169486373556209,61.026700303721455,2.3204791512465324,,,,,,,,,,,,,,,,,,,,,tropar,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
17,,0.6283954451845353,890.625,5.146964132198035,2.6910326771871524,2.690317533336796,0.6241222493306482,515.625,3.691236292639966,2.660439459955345,1.9964947691227926,0.5315394401364855,78.125,2.8991806066722208,2.134651421437375,2.9160179808620503,,,,,0.6215932505930749,468.75,5.8875425622200135,2.6426589947650108,3.006763378765989,0.6268985784485388,843.75,2.6975073879463047,2.6802363706943737,1.3900211791208374,,15.625,2.547926418637804,1.0125165058792271,17.42401256465449,,,,,,tropar,1.0,890.625,0.16608916044530758,8.725225276439936,0.20186256322340343,,,,,,,,,,,,,,,,,,,,,0.433749165589284,468.75,0.12214894670201759,5.2980054380353,0.2729629943099155,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,tropar,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,tropar,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,tropar,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,tropar,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
22,0.7294756929344962,0.5866562642459725,46.875,24.0857245528954,2.4192939519835375,12.138591688216945,,,,,,,,,,,46.875,10.289986224572697,3.696525502079425,6.12443728231378,,,,,,,,,,,,,,,,,,,,,tropar,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,tropar,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,tropar,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
25,,0.5623462473675225,3375.0,24.334451477388352,2.2849112888556817,12.167570366091587,,,,,,,,,,,,,,,0.601024510599306,3953.125,23.08602831173864,2.506419633702592,11.54374537244003,0.5389827633534569,3390.625,2.6335905095994807,2.169116294379876,1.3237447479749709,,,,,,0.7088200569719432,3375.0,3.4348943872843423,3.4343024783944145,2.021948706525774,tropar,,,,,,0.5885649102975878,3171.875,22.761208934568284,2.4305170488090653,11.381174763286412,,,,,,,,,,,1.0,3953.125,3.090249801360291,5.70582413630126,2.118856283525161,0.677788394633556,3171.875,2.2802653742537293,3.103550534322693,1.5883977955408901,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
26,,0.5826740705890583,3484.375,23.510647148663057,2.396208645390203,11.757175352014345,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.6989501411619877,3484.375,1.8669105547146816,9.965126745381497,1.1668585515085457,tropar,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
27,,0.5694356798126492,234.375,23.96630932551499,2.3225333663617818,11.996490640719578,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,tropar,0.3904705533837425,234.375,2.5751414461552047,13.12487861646588,2.0870501545519917,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
28,,0.6158883528139286,156.25,21.893658882023463,2.6034097308056374,11.669852197286433,0.6521106602864701,46.875,2.045885830730768,2.8744772714894107,2.3499245686075487,0.5366563323644185,281.25,0.6865785098954176,2.1582252437007448,0.5495427095830386,,,,,,,,,,,,,,,,,,,,0.6745846703204339,156.25,0.20135142924285332,3.0729959801976516,1.289355545919379,tropar,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
29,1.0,0.5890822204110904,3796.875,23.68934323817456,2.4335768605593557,11.845005048342916,0.46508492050800765,3859.375,1.795823671865282,1.8694556170480325,1.7369928991406285,,,,,,3796.875,5.354193299553465,8.954309776736409,2.70653314839279,1.0,3984.375,24.166275228771987,2.3285193801007154,12.083631996612905,0.5390811211905083,3671.875,1.2901398603093452,2.1695791732005034,0.6707327076820356,,,,,,1.0,3984.375,1.3153576501977948,2.5327300811767373,2.5411762527494925,tropar,,,,,,0.5769903584419086,3859.375,23.64284860397402,2.3640123102552764,11.821972993545328,,,,,,,,,,,,,,,,0.3727523660310694,3859.375,1.040954111527994,1.594266675304084,3.8909088735605093,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30,,0.5896631966834496,3625.0,19.926389414104197,2.4370224457506424,9.963875463888717,0.46308875864719634,3500.0,4.541873853218759,1.8625052391907388,3.370153645867961,0.47896949843901937,3750.0,4.11478578795307,1.9192734340965671,2.543082177974608,,,,,0.5722582277761605,3281.25,15.459352634988036,2.3378591125224375,7.729896328612453,0.5178927714066315,3531.25,7.163237507362578,2.074227351698653,4.426598549829851,0.5096209297469569,3218.75,7.073104229222149,2.0392387454137975,3.8936976755626573,0.539808072435565,3281.25,1.4044321944265523,6.519019175059185,1.854211252182571,tropar,0.4483486536605502,3625.0,3.3318031547732367,29.00382661289592,2.062914983564135,0.5766804773753686,2359.375,19.774812689868345,2.362281790832327,9.88845722637305,0.5326433786364876,2171.875,5.371448693226248,2.139693660662175,3.1647909195217907,0.6498327534409352,2625.0,3.5553856090383618,2.8557782311925166,2.0991690007713553,0.5565088124801532,2359.375,1.3169938736123898,6.76450870822714,1.892911797020254,0.6419516546091593,3953.125,1.1024721668241466,2.7929189252596984,1.815982183132465,0.5955842790015481,3953.125,14.745889960681199,2.4727030826871044,7.37400529055127,0.509731513566148,3578.125,9.785253295114497,2.039698711360927,5.2716845262731375,0.5223582719077546,3765.625,7.675070842821541,2.0936194247393587,4.468777234017825,,,,,,,,,,,,,,,
31,0.2855199058582607,0.6076642701104917,1968.75,23.206998248228533,2.5488374466470987,11.603895892211446,0.5336631884189418,2156.25,1.4027970354700945,2.1443728549106424,1.010619366561243,0.4288547497891039,1906.25,1.3165628616560048,1.750868101644457,2.2151124440235765,1968.75,9.870216004091557,13.996191191319866,4.964422080126058,0.5797984150478259,2156.25,23.359157477738982,2.379810157341069,11.681292309852783,0.5726839774207111,1968.75,4.2210823467771785,2.3401884019325507,2.4714609486160217,0.5675527927406385,1843.75,2.271454689634207,2.3124209920038794,1.3441174219386731,0.6261219280694617,1859.375,2.8191666057197207,5.349337525126572,7.398309358035774,tropar,0.6278837220906202,2156.25,3.6101103131266563,2.6873320501274236,4.266114987148441,0.6169521441312789,1859.375,22.932667960493777,2.6106398578634042,11.466959506737085,0.5900007164952372,2125.0,1.3843617645737913,2.4390286525668614,0.7853911704843634,0.45215420130185324,2046.875,0.7140574952804074,1.8253311467867661,0.7170745659143889,0.8617386596566756,125.0,1.3561563971088477,7.232679775249135,1.0487475877946784,0.15161794667659712,4156.25,1.0937392511185873,12.965856546480722,0.8068845405552051,0.6163845527560723,125.0,21.437439228773364,2.606777196237707,10.721956711056986,0.6196978588709178,1812.5,5.232405623944482,2.6294882196326625,2.6239328150430374,0.6285971380229456,2125.0,4.134276841713483,2.6924940606994596,2.1632970552893065,0.5026148798990583,3718.75,3.8705627569814247,2.0105145079471924,2.275629063840034,1.0,3984.375,2.2303323539929303,2.255594766359792,1.511762157513804,,,,,
32,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,tropar,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
33,0.5161305666198681,0.5134657917433846,1281.25,25.777463386550025,2.055353936125627,12.888905647124773,0.4179581163267484,31.25,0.7418223376029263,1.718089415986742,0.6691858821953157,0.5168960330499133,3843.75,0.13089919568969696,2.0699478133312823,0.06557143062906122,1281.25,7.126632095142304,2.0666732201171953,3.805404194677725,,,,,,,,,,,,,,,,,,,,,tropar,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
34,1.0,0.6130443217760393,93.75,23.056843040466376,2.5842752963072533,11.758125499737886,0.4202097553841073,609.375,0.6629303478891841,1.7247616862931068,0.3830610759173144,0.516211280425042,281.25,0.6159661238450431,2.0670180174489587,0.44812769710718214,93.75,5.538358683701931,11.827679847035927,5.221790257987545,0.5989010017621361,1906.25,17.75915148111786,2.493150081135255,8.930236583683403,0.5239678709447595,1968.75,5.164139669137333,2.100698543152234,4.098328566357389,0.5433274240859897,531.25,4.057619837221069,2.189752686590701,2.0901405239485142,0.4865895901085453,1906.25,1.3882637115552363,7.791037974562457,2.5949309313285247,tropar,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
35,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,tropar,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
36,,0.6220076173918248,1156.25,23.105255408559348,2.645555958297166,11.553870687323728,0.5474549079966469,1406.25,0.5707896321091926,2.2097245504821217,0.2981704340025831,0.4987558782483599,718.75,0.5590322954770259,1.995035864970177,0.3410149096638875,,,,,,,,,,,,,,,,,,,,,,,,,tropar,0.960356508585672,1156.25,2.387140705071268,100.89928654856863,2.151266062889782,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
37,,0.6093033878402687,78.125,22.574062980274114,2.5595307685728352,11.447672213406381,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,tropar,,,,,,,,,,,,,,,,,,,,,0.4919538189012568,78.125,1.3824943110325294,7.873300004635928,1.2263705274652443,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
38,,0.6126929058379318,406.25,20.207337393645048,2.58193050185017,10.234094618793481,0.6268321125699334,1031.25,6.566578979520579,2.6797589869985927,3.408210664543453,0.594028662027805,531.25,5.415487827848546,2.4632280815560677,3.303112992624637,,,,,0.5912673883086397,500.0,10.490579024325488,2.44658725875075,5.305500417593999,0.5963715726801464,1062.5,9.847673669173844,2.4775261907099377,5.106065956817785,0.5869305401079387,375.0,9.211671064476672,2.42090034993463,5.664643814614374,,,,,,tropar,0.5015910150830661,406.25,1.0271686926341457,4.012768751216083,1.0061412357896724,,,,,,,,,,,,,,,,,,,,,0.5204980612280331,1062.5,0.5291706197372966,6.256491908423101,0.46755569608829844,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
39,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,tropar,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
40,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,tropar,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
41,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,tropar,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
