,peak0_accuracy,peak0_freqency,peak0_prominence,peak0_width,peak0_width_height,peak2_accuracy,peak2_freqency,peak2_prominence,peak2_width,peak2_width_height,peak3_accuracy,peak3_freqency,peak3_prominence,peak3_width,peak3_width_height,peak4_accuracy,peak4_freqency,peak4_prominence,peak4_width,peak4_width_height,primary_label,peak1_accuracy,peak1_freqency,peak1_prominence,peak1_width,peak1_width_height
10,0.4074162662843205,62.5,11.106300068976932,3.3750504548266864,5.8620689843888005,0.4646536792605017,1421.875,4.733163132960562,7.471798805817173,3.552702503920186,0.6526614679894018,1515.625,1.5907567631411363,2.8790356031374245,4.14522245606676,0.5229201424718943,1296.875,1.0593828575266608,2.0960851400880784,3.033385321933125,higmot1,0.4600214095521732,484.375,5.510353416002087,5.555775827171174,3.6724060427720016
11,0.6139208435944552,421.875,2.490277555928575,2.5901424187468467,2.347032239092792,0.3819739629104618,125.0,1.0184430411704666,1.6180548067348208,5.247568296524343,,,,,,,,,,,higmot1,,,,,
12,0.14858427797608176,1703.125,4.872647583699884,45.80606041346322,2.477674274262263,0.7377191811874737,3390.625,1.93799072505994,3.812707328456156,1.8558228642975991,,,,,,0.5411142928061062,437.5,0.7274030802753058,2.1791918648219486,3.676246647190461,higmot1,0.34368807718973626,265.625,2.040558317247964,15.236657528909385,3.0864748589973163
13,0.6787471684940659,421.875,11.742012572187654,3.112813030510296,6.967326012863457,,,,,,0.4606260722856376,31.25,1.671366449814626,1.8540013682855885,2.9412117829940687,,,,,,higmot1,,,,,
14,0.6752303384901032,453.125,18.499447942847482,3.0791053430017716,9.631242869737752,0.5527016747773636,187.5,0.4269820240768048,2.235644409136261,0.5982405579454403,0.2474126718592379,2781.25,0.4232175302982192,14.616243974204394,0.6749932054403219,1.0,31.25,0.3251512027105093,3.1633890456086133,0.7106262418615229,higmot1,0.33814163732362124,3609.375,3.706871069811859,18.130767361577483,2.2959116855609185
15,0.7321408245341168,390.625,6.730039371555371,3.7333050034993778,3.5880866639474087,0.7594115806217783,78.125,3.3857973415612563,4.156476037310552,2.692731515917381,0.5969054554085707,1640.625,1.2722646098680372,2.480807575834561,4.086244867914027,0.2114565655576313,1562.5,0.8454432096580424,1.2681609614911906,5.392077694417231,higmot1,0.2563965495188585,1437.5,5.305999728764676,13.448027969113907,4.105593614809683
16,0.5973887947429779,500.0,9.710917375176118,4.967571627131502,5.395036064907126,,,,,,0.6885674249002814,2890.625,1.7609579117108884,3.2109678946712847,1.6966275376568842,0.7265619668688856,3968.75,1.7236263480174978,3.657135726691308,5.138091293453397,higmot1,0.841750354444619,3843.75,6.457889485564751,18.957388431875643,4.008180730451937
17,0.18855060264266246,1328.125,6.480094671702667,33.2737938902061,3.501274314544975,0.2556646601287723,4468.75,0.8103017956442601,44.33485585369238,1.0757985537668922,0.6821610984195657,2687.5,0.7539130461382766,3.1462479735097304,1.5776153431177968,0.6163405429789701,1140.625,0.6284546847598524,5.212956342922553,3.9431186252995927,higmot1,0.4239105003634055,62.5,1.752507031812778,1.7358413937952597,1.3526554535115278
18,0.7491951362842961,1265.625,5.880006365345152,11.96149052117508,3.2779864064113733,0.4581889396839207,484.375,2.5631991793932887,5.536985528220619,1.798418377804493,0.6864346717385719,3968.75,1.3864643898353368,3.1891281014534627,3.7106343133248836,,,,,,higmot1,0.9764040936369744,3859.375,4.220701888796779,42.380232596912776,2.4870117078112237
19,1.0,437.5,16.89462024388806,4.084368447618292,8.846677717177355,0.6804144659297442,1312.5,0.583705290230353,3.12905276801473,0.39905052129691,,,,,,0.796401990625249,2015.625,0.30623903165453464,4.911639377374058,0.275803618032642,higmot1,0.4526592722883929,859.375,0.7917041578769038,3.6540310244440586,0.6067439701651891
20,0.7198966087590462,421.875,19.609852143790807,3.5701102923804586,9.819102145845699,,,,,,,,,,,,,,,,higmot1,0.6327856931835167,62.5,0.12080403080978608,2.7232054455322565,0.09786081478529496
21,0.6834116248926196,437.5,17.841022149853632,3.1586756767705713,9.216468222901467,0.4202100870932132,843.75,0.4426094690995368,3.4495253461257462,1.2571352569873817,0.5832286934665163,1125.0,0.30006083384131954,2.3993974256950423,1.2933037175751134,0.7293549058897637,46.875,0.2955973177972215,3.6948757681626065,0.4940844413762521,higmot1,0.7473737689260669,1640.625,0.5559290571066059,3.9584171277421376,1.2161764793099772
22,0.7172632127181139,437.5,19.217679841605992,3.5368584668927743,9.61501413449584,0.8074622668976028,1000.0,0.26617695122622964,5.193787128823062,0.6998172654021151,0.6708655527129438,2437.5,0.2112855781713556,3.0382720746572147,0.4158344561025358,1.0,1234.375,0.1918571245323608,3.8142457488407615,0.6402441786603104,higmot1,0.545575284550754,625.0,0.5462347572555044,2.2005845324926843,0.9564324508556956
23,0.3237949405471767,265.625,5.75772189532108,10.351889418964586,4.501224069070567,1.0,3671.875,2.578551855875749,3.2004867149775293,2.2040780297726936,0.504480796300411,2046.875,2.2657971424999133,6.054255773745482,2.7115357496281964,0.7924820705204298,1328.125,2.0883862613386506,4.81886072450645,2.9996747380954583,higmot1,0.4863240832927769,125.0,2.743948202102998,1.9467527432670435,3.2475108108435573
24,0.1683377465290805,984.375,6.0853288928476035,25.250634993180324,3.7917722545688934,0.6062272726619395,1140.625,0.6295766129117357,5.0790719141982805,5.793741863346143,0.3757621573709913,1406.25,0.5993059972094223,8.009767525375025,4.011776483879282,0.5330387390371929,546.875,0.3833578627548967,6.424515802048397,1.0251536763422775,higmot1,0.7989497841744759,62.5,2.000876454627756,4.973881753341779,1.8650294569996828
25,0.3718410516963788,421.875,11.156317884578405,7.959768802948336,5.630146312045523,0.8181015625664072,3453.125,1.099680914099656,5.4975733387763634,0.9991449261544458,0.7888480789410409,734.375,0.7535747400659751,4.735926601969084,2.544100840109976,,,,,,higmot1,1.0,968.75,1.468482442576429,3.848015306835912,2.8763655435983044
26,0.8455935745333343,1656.25,12.433728027497098,6.476414417195913,6.263900175337124,0.7106288987533427,1953.125,1.2705017224301998,3.455770101754595,2.113141847936551,0.6818698671513146,140.625,0.99269139956741,3.143367750315049,2.7396718007117378,0.4379560491826082,484.375,0.9896791465464104,5.3376608637759375,2.2307247224137203,higmot1,0.3454126768255405,343.75,2.8004309738377446,10.693760407783476,2.3141404824052367
27,0.2889838433152868,421.875,11.979493166329414,9.845064608150695,6.042579241197777,0.5947072816819555,171.875,1.3586453708487358,2.467352495623354,2.231082756387,0.1725087757114715,1640.625,1.2682853308819626,22.960968578653,1.4178024548430763,0.5415418821598184,562.5,0.5305966267746074,2.1812243279954298,1.8170856986367203,higmot1,0.4082971407105237,359.375,2.140324007958774,1.6900374644138303,7.444851141737133
28,0.5045823895389175,406.25,15.121672077037475,4.036998196609545,7.573936208728813,0.08614790303976505,500.0,0.1947382387930752,1.094268977798837,3.901712363704791,0.005778582755914363,625.0,0.11794732459558775,1.0058121688546322,3.8184590931541096,,,,,,higmot1,0.6272423326228924,578.125,0.3744618726935829,2.682708063489222,3.788682711067468
29,0.5523964514735601,31.25,12.284053646221025,2.234119911006313,12.983178825052452,0.5997341492587136,421.875,2.575837939638747,2.498339536455621,2.3158988317454163,1.0,3984.375,2.009505811804876,6.30601561789922,2.2813550337395854,0.4578353718475021,703.125,1.6150575794803388,5.53337463239334,1.7014339863980008,higmot1,,,,,
30,,,,,,0.4132248562318929,343.75,0.7440127996760072,1.7042303352835937,1.1720552034441922,,,,,,,,,,,higmot1,0.6004351200340294,187.5,0.9242495902556084,5.0054449234135205,2.4175519607901634
31,0.5287427375685703,343.75,2.700833679887165,2.1219832132465117,1.661677608915287,1.0,1437.5,0.2505246092864544,4.75730011125745,0.5945329752335391,0.6196679624434519,875.0,0.2359555992193911,5.2585630515090065,0.2654131611392281,0.6550651126882601,2078.125,0.14494692877320306,2.8990978784243278,0.2366133678797264,higmot1,0.3188919150430688,1312.5,0.623706598154362,20.55474058993921,0.4219965750222288
32,0.13186853218858466,1859.375,3.201487146274604,29.949380899124364,1.7857282095422804,0.4181856066372413,343.75,1.4591982850630651,1.7187611915549574,1.2558739373007772,0.7459680726390241,1640.625,0.5393322975923949,3.9365130611279966,2.1081170787639216,0.383207413009482,1781.25,0.4848070142909613,1.6212905620011495,3.0540468547944237,higmot1,0.2403988927201069,593.75,1.8749066354807435,10.53184352067066,1.3302160711462274
33,0.8253717186382259,1421.875,1.3910053983772004,22.905797209979287,0.9287897157437536,,,,,,0.4322672861924124,343.75,0.6751719831848891,1.7613922461739868,0.7709226465921556,,,,,,higmot1,0.4451960616215573,546.875,1.0807866889130588,7.209754155118348,0.956305424185896
34,0.6797413285776234,437.5,16.85982580986719,3.1224759522003365,9.106805321052914,0.710896098312085,3281.25,1.4699386911646215,10.376892122467693,1.1975113968622666,,,,,,0.7856060209558411,1625.0,1.16025560352651,4.664310091441648,0.9229565078298958,higmot1,,,,,
35,0.4577754576559596,484.375,13.944288219746994,5.5327632110324245,7.884079480218975,0.15082412775015952,2343.75,0.8896300719832431,20.01941006043839,0.532473993629713,0.473654913751481,593.75,0.6501406482953815,1.8998942445296048,1.1498437096371361,0.4902081919432485,140.625,0.527493259022511,1.9615850709956424,1.8653328497656745,higmot1,1.0,31.25,0.9479210048862214,4.618488247452421,1.9690957568916096
36,0.3097375141795925,46.875,8.969773594169698,10.141069728974463,6.243791471273079,0.5332624495686051,156.25,0.9548823057722098,2.142531705614264,7.677385468371867,0.5406369686908854,250.0,0.7193502630664694,2.176927466605557,3.893292095876231,0.7274653938767115,2859.375,0.5240237636383079,3.669258793313105,0.5848572375674727,higmot1,0.6173929755412362,453.125,4.438191446945899,2.6136477797672453,4.371897359611059
37,0.2343776845945155,453.125,6.311540514498497,9.142889201567618,3.8418545293658326,0.6149802833516298,93.75,1.7313644187063728,5.1945391716823535,4.023774530578875,0.7043150304474501,218.75,0.38108815662916,3.3819777904614714,3.708042550904616,,,,,,higmot1,0.714767179042531,625.0,1.9330143875376555,3.5059078988287595,4.479999072256517
38,0.5185749366109211,375.0,15.536692693428481,4.1543329421211235,7.78434352388606,0.3881595360309332,1062.5,2.41542446502825,14.709716878834968,1.571254331632636,0.7969439511302692,1843.75,0.8326987727228783,4.92474863746385,0.8478434453818287,0.5125833074433603,1359.375,0.5829840283571874,2.051632648760375,1.4377109481950519,higmot1,0.5172814592129804,468.75,2.715412208680604,2.0716005612082142,6.516732107492117
39,0.7009879198299378,406.25,19.574853631979067,3.3443464873768747,9.788989752161749,0.701978635395919,609.375,0.6288095217897876,3.3554641336821334,1.013470958265624,0.374000470925092,687.5,0.2685313347791122,1.5974452911774293,1.0700256370689956,0.5082717190031488,921.875,0.1800617001162371,2.033643454415028,0.2818301205771501,higmot1,0.5030819105939168,140.625,1.462880690608289,2.012404099024048,0.8864052245545804
40,0.8825542173937546,3171.875,5.273136373448034,8.514567128839786,2.7492949682013457,0.4590549421833099,3421.875,0.2302055068975073,1.8486165749181682,0.9490763304799192,0.4548342479646268,3281.25,0.1371943423242321,1.8343045142995609,1.2851152661123286,0.3887300455975973,406.25,0.11485029352259445,6.543753657760799,0.4943422899995064,higmot1,,,,,
41,0.6989010068386212,421.875,9.369286575992833,3.321166867748488,4.909571539895121,,,,,,1.0,2265.625,1.9473636155124647,8.844290979089521,2.335674981320495,,,,,,higmot1,0.6606980298312202,3546.875,4.923930670222709,14.736136066386054,3.6626026864850494
42,0.7004944251903522,46.875,10.314943036816157,3.3388360154416317,5.56296368496273,0.6347208023577395,421.875,4.1332725091806966,2.73763194415292,5.301514983614225,0.6342834984628682,2078.125,3.0370411207274186,2.734358432821409,2.9496469906163347,0.6326752622845948,3562.5,1.4289345807346598,2.7223867529847046,1.3653667146684798,higmot1,0.6572211500593106,1625.0,5.667826032487199,2.9173328522837068,4.128803835237298
43,0.7160459021603323,406.25,15.924285650799582,3.5216959628617204,8.043258412781563,,,,,,1.0,3671.875,0.8483706544868003,16.84164140370126,1.2089881730348675,0.40498415018931533,3125.0,0.6727017777940135,8.403137498926867,1.217573616659292,higmot1,0.7649410536711028,109.375,1.385251811485242,4.254252031746915,3.051934798244388
44,0.7633837528608944,453.125,16.03948147374859,4.226252474590659,8.036525478011407,,,,,,,,,,,,,,,,higmot1,0.8006469691416205,1531.25,0.197133442179432,5.0162267194743615,0.8322406124995325
45,0.5612459497330021,468.75,10.16003304265806,4.558362478438493,5.086425269080466,0.6479493783049968,859.375,0.2519875988161169,2.8405005938786374,3.7875496729590084,,,,,,,,,,,higmot1,0.4812145976740779,718.75,0.34900226658918765,5.782737884585423,4.299205105997944
