,peak0_accuracy,peak0_autocorr0_accuracy,peak0_autocorr0_freqency,peak0_autocorr0_prominence,peak0_autocorr0_width,peak0_autocorr0_width_height,peak0_freqency,peak0_prominence,peak0_width,peak0_width_height,peak1_accuracy,peak1_freqency,peak1_prominence,peak1_width,peak1_width_height,peak2_autocorr0_accuracy,peak2_autocorr0_freqency,peak2_autocorr0_prominence,peak2_autocorr0_width,peak2_autocorr0_width_height,peak2_autocorr1_accuracy,peak2_autocorr1_freqency,peak2_autocorr1_prominence,peak2_autocorr1_width,peak2_autocorr1_width_height,peak3_accuracy,peak3_freqency,peak3_prominence,peak3_width,peak3_width_height,primary_label,peak0_autocorr1_accuracy,peak0_autocorr1_freqency,peak0_autocorr1_prominence,peak0_autocorr1_width,peak0_autocorr1_width_height,peak0_autocorr2_accuracy,peak0_autocorr2_freqency,peak0_autocorr2_prominence,peak0_autocorr2_width,peak0_autocorr2_width_height,peak1_autocorr0_accuracy,peak1_autocorr0_freqency,peak1_autocorr0_prominence,peak1_autocorr0_width,peak1_autocorr0_width_height,peak1_autocorr1_accuracy,peak1_autocorr1_freqency,peak1_autocorr1_prominence,peak1_autocorr1_width,peak1_autocorr1_width_height,peak1_autocorr2_accuracy,peak1_autocorr2_freqency,peak1_autocorr2_prominence,peak1_autocorr2_width,peak1_autocorr2_width_height,peak2_autocorr2_accuracy,peak2_autocorr2_freqency,peak2_autocorr2_prominence,peak2_autocorr2_width,peak2_autocorr2_width_height,peak4_accuracy,peak4_freqency,peak4_prominence,peak4_width,peak4_width_height,peak2_accuracy,peak2_freqency,peak2_prominence,peak2_width,peak2_width_height,peak3_autocorr0_accuracy,peak3_autocorr0_freqency,peak3_autocorr0_prominence,peak3_autocorr0_width,peak3_autocorr0_width_height,peak3_autocorr1_accuracy,peak3_autocorr1_freqency,peak3_autocorr1_prominence,peak3_autocorr1_width,peak3_autocorr1_width_height
10,,0.6063231157343925,203.125,23.383536194549677,2.5401542228354863,11.719231150012245,,,,,0.49163696157593995,203.125,5.140368134075749,13.769687154479602,2.7055684982830592,,,,,,,,,,,,,,,,scrtan1,,,,,,0.5379470244688804,78.125,0.7154953726347998,2.1642539989067755,0.4379804437217601,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11,,0.6141719358942864,109.375,23.216922499527843,2.5918280525234385,11.615739893419791,,,,,0.8796051800385863,109.375,2.2981030837527894,8.306005194579786,1.2496301934748086,,,,,,,,,,,,,,,,scrtan1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.08857627809822755,4218.75,0.44083278766054423,17.554952340514546,1.1392980059338258,,,,,,,,,,,,,,,
12,0.49447186029159496,0.6078543594778776,78.125,23.255390274166295,2.550072974593189,11.695761354788264,78.125,6.582729480544192,7.91251700114508,3.6666563355928643,,,,,,,,,,,,,,,,,,,,,scrtan1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13,0.36406156421636404,0.5654439499605035,1718.75,23.72933641160003,2.30119912013447,11.86475421189012,1718.75,6.858222906553811,3.1449585171487513,3.4833962784680255,,,,,,,,,,,,,,,,,,,,,scrtan1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,scrtan1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,scrtan1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
16,,,,,,,,,,,,,,,,,,,,,,,,,,0.09647122103381522,4515.625,1.0975192199294574,39.843777905105696,0.8117296215642265,scrtan1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
17,,0.539104407262361,78.125,23.954179967769228,2.1696887879968116,12.804018935853922,,,,,0.09137444021078733,78.125,2.1077680038594835,1.100563361030681,5.554374188493776,,15.625,11.837997969397685,1.3736607986372995,17.937076227318773,0.36145004294415495,78.125,1.6733410154399295,1.5660481829968145,1.5186126327990859,,15.625,1.383376346698367,1.5361355581501717,6.211847259845218,scrtan1,,,,,,,15.625,1.1833878494533137,1.1023088185700405,2.0784457217123062,0.6080288386864711,1609.375,21.332717729792414,2.5512080956387564,10.72628252735004,0.5125162020643956,1359.375,3.1806794243966037,2.0513502279148526,2.0137317898035323,0.5519247766907476,1296.875,2.8216261597106347,2.231768122804283,1.7514007649402445,,,,,,,,,,,0.30411334919812605,1609.375,1.70942510233569,17.24418766500598,1.9747999910928669,,,,,,,,,,
18,0.5641190798681139,0.5200213426731359,31.25,25.59103457241965,2.083425970582277,12.871815404976413,31.25,11.669567722552108,2.294204572426401,8.994480978478016,,,,,,,,,,,,,,,,,,,,,scrtan1,0.5258729996982667,1531.25,0.18309452332277787,2.1091395330019225,0.09182182379664383,0.5213401408375322,406.25,0.17737824192669197,2.0891662019659307,0.09158746253882637,0.6110798929441149,1578.125,23.13741157537126,2.5712221658323955,11.59314353838812,0.544963798038792,31.25,1.8743654928033617,2.1976273441321714,1.1060768571880688,0.5426188121084761,1453.125,1.6476438638300221,2.186360144390477,0.9256071718161571,,,,,,,,,,,0.1535817985028941,1578.125,1.4762851818525569,22.447532397570924,2.1247331129909335,,,,,,,,,,
19,0.6131861884442704,0.5645976568577247,31.25,20.037362589786277,2.296726271115249,13.371703718657816,31.25,3.7431616396894025,2.5852230973296733,11.063022748767235,0.17027889525845152,1656.25,2.4141719027245063,22.899260837674305,2.4121015158557886,,,,,,,,,,,,,,,,scrtan1,0.5735673597975275,1531.25,0.19860561277363356,2.3450362512709972,0.10434899733420606,0.5600861386283962,1718.75,0.15999531697816993,2.2731722907800815,0.09186359449470663,0.6202268332892474,1656.25,15.221157258980265,2.633150753280134,7.637032070847554,0.5373982690076466,1718.75,7.286739428194864,2.1616866799327425,5.735721193241961,0.5689590907256121,1781.25,5.968597645266125,2.3199654104372485,4.067945730592452,,,,,,,,,,,,,,,,,,,,,,,,,
20,,,,,,,,,,,,,,,,,,,,,,,,,,0.09807244924649428,4515.625,1.154857145491055,39.914514164606885,0.8557442948981915,scrtan1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
21,0.6532727330777278,0.5895411718369321,203.125,17.654671667967868,2.436297946070045,9.302247420288971,203.125,2.5262076245562515,2.884111217662543,3.0674089751526443,0.49232418890573304,328.125,0.3632138763401665,1.969760973729585,0.4766383876878122,0.5988238515450753,187.5,10.570444206524511,2.492670623244587,5.82011638494168,0.5696287373492773,62.5,9.9701162414301,2.3235752169902018,6.949801997459196,0.39566892208322946,125.0,0.1211691392751093,1.6547221159751802,2.062991803568223,scrtan1,0.5146730958926553,78.125,4.598518009196239,2.060466855509044,4.411664010670014,0.5310584754102128,140.625,3.6503582431270387,2.132462039642924,3.252664726158666,0.5498018387049571,203.125,7.3697725383859884,2.221244078659481,3.9463674640408137,0.49783617420953863,62.5,2.8068506788745866,1.9913819925716263,2.5015600106725926,0.5270144730527473,328.125,2.1998471799934762,2.114229596948153,1.3219416090510552,0.513371639487323,125.0,7.272688111922535,2.05495626877659,6.160620844092218,,,,,,,,,,,,,,,,,,,,
22,0.783501196997639,0.47386679450745306,62.5,6.6212993581566915,1.9006593569091237,7.393026756728082,1250.0,0.4984571912653019,4.618963181930823,0.3070899515310266,,,,,,,,,,,,,,,,,,,,,scrtan1,0.609407992755916,1250.0,6.550501562215699,2.5602162395890815,3.298519051313839,0.5006648440558774,1125.0,1.993921715565627,2.0026629170726835,1.9135529248291927,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,scrtan1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
24,,0.5043266300855741,31.25,15.49472893905844,2.017457585370467,11.830427559856165,,,,,0.3402029115156303,156.25,0.18575260160406093,1.5156174791512278,0.6760420723419992,,,,,,,,,,,,,,,,scrtan1,0.5534772563485989,156.25,12.444852783590438,2.239527581109501,7.513517851157438,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,scrtan1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
26,,0.5621053434975016,31.25,21.133412890786648,2.2836542651309895,13.192868573901718,,,,,0.6625556568518188,31.25,3.940292353104397,2.9634516633780765,5.348438797963993,,,,,,,,,,,,,,,,scrtan1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,scrtan1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
28,,0.5736819560574606,265.625,21.849029637623985,2.3456666078501325,11.114053955718067,,,,,,,,,,,,,,,,,,,,0.5861193918280201,265.625,0.7465031208815848,2.416155722822534,1.3257647572479856,scrtan1,0.4461261341363978,203.125,4.000669855366421,1.8054652180434552,3.4153926502133216,0.5351191627896301,140.625,3.5484933076024756,2.1510888811867197,2.5235790983409796,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,scrtan1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,scrtan1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,scrtan1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
32,,0.5677924288512874,656.25,23.91788896550069,2.3137031064546605,11.959340804432648,,,,,,,,,,,,,,,,,,,,,,,,,scrtan1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.666327559416785,656.25,2.300784033393221,2.99695113642629,1.3922379016967343,,,,,,,,,,
33,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,scrtan1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
34,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,scrtan1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
35,,0.5431799823722361,140.625,24.702621401385976,2.1890459292763342,12.36221929280153,,,,,0.7152468104195399,140.625,2.233830658356557,3.511813165195254,1.3199450238982653,,,,,,,,,,,,,,,,scrtan1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
36,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,scrtan1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
